AMMIRAZIONE,DIVERTIMENTO,ECCITAZIONE,GIOIA,MERAVIGLIA,SODDISFAZIONE,SOLLIEVO,TENEREZZA,COMPASSIONE,PERPLESSITA,SORPRESA,AGITAZIONE,ANGOSCIA,DELUSIONE,DISAGIO,DISGUSTO,DISPREZZO,PAURA,RABBIA,TRISTEZZA
0,0.0302164798011563,0.0471201998514481,0,0.00662235449431608,0,0,0.245913490180224,0.0235575046400226,0.152467081181278,0.0362197739059713,0,0,0,0.00195664489096614,0,0,0,0,0.0257529496227814
0,0.0241760514371177,0.045808059708836,0,0.00177409601901327,0,0,0.305569568328223,0.0230937802505464,0.170087711394449,0.044228336533383,0,0,0,0.01043020778439,0,0,0.00195664489096614,0,0.0257895707527121
0,0.0213321573719007,0.0452273566602033,0,-0.000655204744515704,0,0,0.346900713890666,0.0247872328837851,0.191563457903095,0.0482699910726618,0,0,0,0.0171739502374992,0,0,0.01043020778439,0,0.0250977446467092
0,0.0204669602531902,0.0431092404471257,0,-0.00153505117195767,0,0,0.354289568233377,0.0350858730207658,0.208183897239579,0.049310454262804,0,0.00195664489096614,0,0.0135852647495218,0.00391328978193228,0.00195664489096614,0.0191305937391261,0,0.0242545194649762
0,0.0206358742656138,0.0346454673011044,0,-0.00154023989090834,0,0,0.311801543967141,0.0522006392590665,0.217095230276125,0.0527966435638693,0,0.01043020778439,0,0.00662235449431608,0.0208604155687799,0.0123868531384692,0.0240154734601379,0.00195664489096614,0.0255141499941018
0,0.0211915599456535,0.0259931682299388,0,-0.00116073840398191,0,0,0.258717818457301,0.0657615609326401,0.226016284982451,0.0707453986566312,0.00195664489096614,0.0210872390932053,0,0.00177409601901327,0.0402178328323314,0.0334740913054483,0.0257529496227814,0.01043020778439,0.0335239852562579
0,0.025661023528812,0.0211470399590267,0,0.00122972882265392,0,0,0.23379951901446,0.0743312795317949,0.23627681091293,0.101514883639319,0.01043020778439,0.0344456803183017,0,0.00130144014645043,0.0584611574833442,0.062049839266417,0.0257895707527121,0.0191305937391261,0.0419611794163797
0,0.0430093784474138,0.0194318173061134,0,0.0119920983275764,0,0,0.219289600836538,0.0884889279665764,0.255101238742277,0.142692846214447,0.0191305937391261,0.0448835415094552,0,0.0128084462785863,0.0706364892797843,0.0795560472046346,0.0250977446467092,0.0240154734601379,0.0447578489145815
0,0.0626056342411437,0.019406964805777,0,0.0293700535818129,0,0,0.197295790102036,0.111524594935366,0.26965105133338,0.168192193262053,0.0240154734601379,0.0517616858620246,0.00195664489096614,0.0384507711536717,0.0755946075557529,0.0889164295033709,0.0242545194649762,0.0257529496227814,0.0399192249280211
0,0.0809712540894737,0.022061404867237,0,0.0430625290094033,0,0,0.175472686553804,0.12380162636422,0.27105891509722,0.175684710836639,0.0257529496227814,0.0612809048325591,0.01043020778439,0.065029219841928,0.0759484333588428,0.0870781299182609,0.0235575046400226,0.0277462161067914,0.0397046701953166
0,0.0932024632577197,0.0313814944755426,0,0.0497347918110344,0,0,0.150665934379915,0.125068214704263,0.27246005075423,0.168660433930287,0.0257895707527121,0.0730879654027113,0.0191305937391261,0.0919607570572506,0.0742986096826645,0.0820199718071576,0.0230937802505464,0.0355279496524207,0.0428190723155891
0,0.100141594045596,0.0407788961814585,0,0.0495732913127989,0,0,0.134024629020488,0.1225341784863,0.270969849189634,0.139174683586324,0.0231411011450823,0.0954877818172765,0.0240154734601379,0.102775047674713,0.0722127557792066,0.0843856349287739,0.0228305875297059,0.0453417567057292,0.0451199440648317
0,0.108978265843802,0.0461275002919465,0,0.0404538056187695,0,0,0.136360393561646,0.119451223596627,0.250876106210428,0.108699782981506,0.0138243098281339,0.121792656641886,0.0257529496227814,0.0969129252563646,0.0723987197627913,0.0892297977477736,0.0226990245134275,0.0560465414566974,0.0461237842725909
0,0.116032122708813,0.0481281710278828,0,0.030221668520107,0,0,0.152564401616405,0.116792961926029,0.215947925045926,0.088616917602328,0.00638355532874953,0.139339196172033,0.0257895707527121,0.0951131566795281,0.0796488921149552,0.0921085012445516,0.0226398386617766,0.0575471167542901,0.046388510823953
0,0.118831133706748,0.048296355174092,0,0.0237965487924086,0,0,0.168415717568895,0.114910573975683,0.185839973016439,0.0746463520323329,0.00950851457479847,0.144455269352495,0.0250977446467092,0.101447802635877,0.0876224248689798,0.0930694053124183,0.0226154881760191,0.0535050398558822,0.0482333606804695
0,0.122711221059508,0.0476637130672876,0,0.0208983371202399,0,0,0.180127336090573,0.113812499518362,0.161238887509018,0.0711325463720685,0.0162082316460506,0.136626820664239,0.0242545194649762,0.103521682287533,0.092125743870754,0.0929988120593757,0.0226062110947964,0.0495342416178755,0.0564291543688532
0,0.138471551963807,0.0468448365188597,0,0.0201347988799925,0,0,0.193169904555729,0.113285239719186,0.139778345929021,0.0699308309123017,0.0209249272208532,0.12181318922341,0.0235575046400226,0.107704615955513,0.0917263181013342,0.0924568141495347,0.0226029044674037,0.0469309755517789,0.0667937029069571
0,0.154453651050148,0.0461570987751289,0,0.0204318692488765,0,0,0.203219399117818,0.116991737469864,0.126982716768043,0.0731850487239419,0.0232950436378488,0.0970707245548631,0.0230937802505464,0.112780602067752,0.0832116321557269,0.0898370390283547,0.0226029044674037,0.0474378102116656,0.0799272638301126
0,0.162998628296105,0.0456966828654977,0,0.0210843474151325,0,0,0.207796097460925,0.13387644765444,0.123102273744437,0.0761432891135675,0.0261071848178343,0.0754043755220211,0.0228305875297059,0.115563252206789,0.0737884517233142,0.0807959972803036,0.0226029044674037,0.0552869730217736,0.090224216383029
0,0.165596299956193,0.0454334901446573,0,0.0216978221977731,0,0,0.210603852033815,0.147352756715807,0.128138291345402,0.0896272895569705,0.0345766524022898,0.0638326986584688,0.0226990245134275,0.116220702355075,0.0641377827360928,0.0697500982540711,0.0226029044674037,0.0619104199998459,0.0950700315894989
0,0.165128088927196,0.0453019289808311,0,0.0221279190202691,0,0,0.218267773316743,0.142133257417367,0.147971179398596,0.108691506224536,0.0428942337160549,0.0599969590142701,0.0226398386617766,0.11581471149463,0.0447528547031245,0.0561659653529174,0.0226029044674037,0.0564668184294405,0.096080862952317
0,0.163450270991545,0.0452427431291802,0,0.0223785261800418,0,0,0.227646280008987,0.136683490885638,0.166362755808846,0.13464717155724,0.0473452913329536,0.0602162708445345,0.0226154881760191,0.11505990386217,0.026851735421793,0.0456149193249604,0.0226029044674037,0.0411717012862836,0.0933025327320915
0,0.16162298238303,0.0452183944958751,0,0.0225067844213798,0,0,0.239822034164556,0.131776744817431,0.169973615151104,0.15754189654365,0.048750609827304,0.0620377279331434,0.0226062110947964,0.112365556420363,0.0155539677157573,0.0406402030761971,0.0226029044674037,0.0277303276232355,0.0834341561383156
0,0.160166465811436,0.0452091174146523,0,0.0206093286238561,0,0,0.25134737008085,0.114859172128684,0.168241098003323,0.178233240641559,0.0485832259404975,0.0640767184977886,0.0226029044674037,0.103328938328454,0.00431711419938789,0.0376168638071126,0.0226029044674037,0.0185226059202598,0.0734235186161084
0,0.165084608166321,0.0452058089348073,0,0.0121601139006244,0,0,0.262245095150843,0.0974361911683372,0.174750378344862,0.198004627277701,0.0477841854515212,0.0656910269580717,0.0226029044674037,0.0942642889280259,-0.00381868596813308,0.0299406348309645,0.0226029044674037,0.00746324790169021,0.0617085026968742
0,0.189969622745862,0.0452058089348073,0,0.00346900340621523,0,0,0.26713405767677,0.087692669860986,0.18926520181653,0.208454103344906,0.0449344061452809,0.0647775012107628,0.0206462609657768,0.0852635343130484,-0.00688054003653332,0.0226257766962091,0.0226029044674037,-0.00126387183449242,0.0339550435015083
0,0.215804352581252,0.0452058089348073,0,-0.00141256887695597,0,0,0.277358320000616,0.082328256922392,0.199386660446379,0.204122477034037,0.0357427822529733,0.056886213634879,0.0121726966830137,0.0664762518576392,-0.00667764926986703,0.0190478483988588,0.0226029044674037,-0.00507145362452303,0.00749488176686013
0,0.2362105375787,0.0452058089348073,0,-0.00315004492382123,0,0,0.287556707270446,0.0738058795947486,0.198880022146438,0.192801370281211,0.0265693957537643,0.0484732977148741,0.00347230910738177,0.0509480665732833,-0.00519198436100472,0.0182705797820093,0.0226029044674037,-0.00552857541081465,-0.00662384293975588
0,0.270708282921931,0.0452058089348073,0,-0.00318666559063886,0,0,0.309058017621119,0.0664564454374248,0.204289968363078,0.176958086561985,0.021418020389424,0.0437160667783868,-0.00141256887695597,0.0503253202667768,-0.00351352431906817,0.0188292460578333,0.0226029044674037,-0.00453602034259401,-0.0110615077894879
0,0.311891173020232,0.0452058089348073,0,-0.00249484017930553,0,0,0.321621112147167,0.0632023017238773,0.22458061961418,0.161878768999492,0.0195489830629543,0.0420306019195556,-0.00315004492382123,0.056388003992998,-0.0021195639045664,0.0198434507363276,0.0226029044674037,-0.00317646483037761,-0.0105020125412504
0,0.331434337530447,0.0452058089348073,0,-0.00165161372401158,0,0,0.31668748329088,0.0588967801711132,0.241840999719613,0.146317058033034,0.0194531742289204,0.0420125368045227,-0.00318666559063886,0.0618933515041616,-0.00115014619738961,0.0208425912725488,0.0226029044674037,-0.00196283462883969,-0.00797208876744047
0,0.322799568215593,0.0452058089348073,0,-0.000954599651616702,0,0,0.306718266602567,0.0428087504512574,0.243442629996212,0.135104416068497,0.0201206479967136,0.0427109706079541,-0.00249484017930553,0.0635215533568511,-0.000564742898327636,0.0216080671779237,0.0226029044674037,-0.00108434778562295,-0.00518252435011527
0,0.295717634101246,0.0452058089348073,0,-0.000490875435807933,0,0,0.299288510112611,0.026609082692286,0.237867815523017,0.130165615165331,0.0209545979496761,0.0435541957896871,-0.00165161372401158,0.0570342690341699,0.00170379533765908,0.0220994468280978,0.0226029044674037,-0.000540392238902773,-0.00295991917454132
0,0.276774634503747,0.0452058089348073,0,-0.000227683539887633,0,0,0.296976797812387,0.0179398818461451,0.232521282454224,0.129366911822677,0.0216483061472371,0.0442512069097361,-0.000954599651616702,0.0491676413035811,0.0122841216901123,0.0223719147777087,0.0226029044674037,-0.000243572443139717,-0.00150956015446192
0,0.271184941133511,0.0452058089348073,0,-9.61203716501919e-05,0,0,0.305406107935431,0.0152776540751284,0.228876901134768,0.132384571472946,0.0221120305367132,0.0447149312992123,-0.000490875435807933,0.0424695256773603,0.0295238682553693,0.0225067844213798,0.0226029044674037,-9.94262175395706e-05,-0.000695633705970172
0,0.277551419630541,0.0452058089348073,0,-3.69337059333548e-05,0,0,0.322024531803791,0.0157135361062223,0.226739067419187,0.140463382797268,0.0223752214051014,0.0449781203151481,-0.000227683539887633,0.0321122128180216,0.0450901306971801,0.0264792628336415,0.0226029044674037,-3.69337059333548e-05,-0.000291666939131529
0,0.286488331328733,0.0452058089348073,0,-1.25830600762583e-05,0,0,0.333833781972586,0.0173789314966096,0.225756111758893,0.140138447840574,0.020550140919753,0.0451096851838789,-9.61203716501919e-05,0.0231838779740752,0.0601953270185951,0.0434507326226635,0.0226029044674037,0.00194406164546374,-0.000110801114181993
0,0.298413589471669,0.0452058089348073,0.00195664489096614,-3.30584430647263e-06,0,0,0.328468694741347,0.0192035581311394,0.225506638299941,0.12885619812763,0.0121357634148669,0.0432122293863552,-3.69337059333548e-05,0.0188493136738249,0.0687164594982789,0.0608607760560016,0.0226029044674037,0.0104269020832234,-3.77491793242573e-05
0,0.330691459690934,0.0452058089348073,0.01043020778439,0,0,0,0.302987368349918,0.0226134189867768,0.22167898275767,0.115668101008149,0.00345972632499246,0.0347630202204804,0.00194406164546374,0.0178722025006032,0.0644725801489431,0.0686772097385049,0.0226029044674037,0.0191305937391261,-9.91753314554731e-06
0,0.376560135344612,0.0452058089348073,0.0191305937391261,0,0,0,0.271799214323102,0.0320387741982142,0.202937707808101,0.100940452994245,-0.00141587469390078,0.0260719085682885,0.0104269020832234,0.0184919645064207,0.0559746181428884,0.063678604264612,0.0226029044674037,0.0240154734601379,0
0,0.420744383512759,0.0452058089348073,0.0240154734601379,0,0,0,0.250176886967212,0.0393181745430963,0.177193110892835,0.0899333665490384,-0.00315004492382123,0.0211903373271217,0.0191305937391261,0.0196297740660232,0.0495861176926684,0.0550514485287972,0.0206462609657768,0.0277095949768606,0
0,0.46070770792073,0.0452058089348073,0.0257529496227814,0,0,0,0.236385972223293,0.0359959235675208,0.158799859865687,0.0849289221454303,-0.00318666559063886,0.0194528630169305,0.0240154734601379,0.0226835620939054,0.0459960799144967,0.0487829165957795,0.0121726966830137,0.0362197739059713,0.00195664489096614
0,0.485936093062462,0.0452058089348073,0.0257895707527121,0,0,0.00195664489096614,0.215226283719819,0.0291513901098608,0.150477354733653,0.0840571358538145,-0.00249484017930553,0.0194162418869998,0.0257529496227814,0.0358956762577262,0.0443893183449687,0.0453589919221223,0.00347230910738177,0.0461849818874622,0.01043020778439
0,0.493034571798977,0.0452058089348073,0.0250977446467092,0,0,0.01043020778439,0.19082784167668,0.024351834342747,0.150641022601104,0.085106312979674,-0.00165161372401158,0.0201080661405504,0.0257895707527121,0.0640227528567779,0.0439893738888991,0.0439283466996413,-0.00141256887695597,0.0587002016357302,0.0191305937391261
0,0.485854851913479,0.0452058089348073,0.0242545194649762,0,0,0.0191305937391261,0.173084905151477,0.0238977352955299,0.160470890416034,0.0866989773870404,-0.000954599651616702,0.0209512931747358,0.0231411011450823,0.0950695129028491,0.0422214823115997,0.0436927221742396,-0.00315004492382123,0.0664843952380416,0.0240154734601379
0.00195664489096614,0.481097783992796,0.0452058089348073,0.0235575046400226,0,0,0.0240154734601379,0.156805109567368,0.0314980544804746,0.171552867803667,0.0881375696299778,-0.000490875435807933,0.0216483061472371,0.0138243098281339,0.11541797548598,0.0340982047217676,0.0440095656191963,-0.00318666559063886,0.0605119666937965,0.0257529496227814
0.0084735633565369,0.479839390901821,0.0452058089348073,0.0250504256046256,0,0,0.0257529496227814,0.137667898868552,0.0382366091408593,0.176718364412049,0.0891701487830426,-0.000227683539887633,0.0221120305367132,0.00442690951155723,0.121920275787174,0.0256963479421181,0.0444434507066883,-0.00249484017930553,0.0441204793494543,0.0238329272510852
0.00870038595473614,0.478858717462786,0.0452058089348073,0.0352174378894966,0,0,0.0257895707527121,0.118044152682381,0.0330707827959641,0.171606737117157,0.087843629905516,-9.61203716501919e-05,0.0204185779034745,-0.000921693499037169,0.112633317288626,0.0210028932341328,0.0428321543338789,-0.00165161372401158,0.0295970401220425,0.0146675359360931
0.00488487925789871,0.473858163209052,0.0471624542888865,0.0522598251107174,0,0,0.0250977446467092,0.105672594316498,0.0180681345301262,0.163933064525212,0.0797075185260052,-3.69337059333548e-05,0.0120765766369899,-0.0029223609352928,0.0932783915734463,0.0174126831778953,0.032616435520136,-0.000954599651616702,0.0215266630131367,0.00512392387339778
0.00173747535219565,0.452091611325271,0.0556360194978758,0.0657859095659452,0,0,0.0242545194649762,0.0995652294402986,0.00485165089439362,0.162795970012205,0.0711690174533612,-1.25830600762583e-05,0.003435375839235,-0.00309054484994543,0.0766211328946331,0.00895240283072498,0.0155554996938267,-0.000490875435807933,0.0164646258668736,-0.000457969283228401
3.66207102344805e-05,0.409219136514177,0.0643363952641241,0.0723839149638431,0,0,0.0235575046400226,0.0917510149956756,-0.00225852376296198,0.175455688451308,0.0663559091450681,0.00195333895824306,-0.00142515189090182,-0.00245790621648914,0.0672977922325044,0.000964887708693574,0.00202280823584,-0.000227683539887633,0.00767678008071357,-0.00265916890912195
-0.000691825469222468,0.347609299132815,0.0711779166343105,0.0741487314702899,0.00195664489096614,0,0.0230937802505464,0.0836287303202875,-0.00476863278052204,0.183757134905359,0.0646460808333131,0.01043020778439,-0.00315335062498777,-0.00163903071006572,0.0636360349102791,-0.00306748830213408,-0.00457519693050132,-9.61203716501919e-05,-8.71475629572593e-05,-0.00295898160211043
-0.000843225702735198,0.295245273579051,0.0813889598583956,0.0734902291290866,0.01043020778439,0,0.0228305875297059,0.0710879170907548,-0.00476053293274916,0.187054159185229,0.0646187386370575,0.0191305937391261,-0.00318666559063886,-0.000951293834671891,0.0631695651864634,-0.00410464486488361,-0.00634001621562664,-3.69337059333548e-05,-0.00375416528535472,-0.0023987194386121
-0.000697014188173144,0.256901911315846,0.0901259697217409,0.0719551833987076,0.0191305937391261,0,0.0226990245134275,0.0544336964337477,-0.00366816124989849,0.19471370868068,0.0653138750753578,0.022058829958511,-0.00249484017930553,-0.000490875435807933,0.0621624831871427,-0.0036775402159989,-0.00568150553838785,-1.25830600762583e-05,-0.00448681596716091,-0.00161468010852999
-0.000463724186864201,0.24413841108792,0.0943190251892021,0.0704149359822117,0.0259721188142171,0,0.0226398386617766,0.0403869839586521,-0.00238183618815995,0.200361984003111,0.0681137382013607,0.0153227399859391,-0.00165161372401158,-0.000227683539887633,0.0549548690745978,-0.00272252301005126,-0.00414645425065191,-3.30584430647263e-06,-0.0038649845405444,-0.000942016637670848
-0.000263191939337151,0.24851728234278,0.0932566363733904,0.0692541967677819,0.0361831546284929,0,0.0226154881760191,0.0268842774517132,-0.00134935475195515,0.191844274855316,0.0772843256451128,0.00665897516113371,-0.000954599651616702,-9.61203716501919e-05,0.0472980537987721,-0.00174773411737019,-0.00260621331773914,0,-0.00280606050524229,-0.000487569618863122
-0.000131563175473583,0.240976512090141,0.0841226830267352,0.0685272796574653,0.0429635154328544,0,0.0226062110947964,0.0177228448273307,-0.000681625287852566,0.167178457253996,0.0844917952663767,0.00108227060767994,0.00146576957093648,-3.69337059333548e-05,0.0430938762075766,-0.000991533324987418,-0.00144547514531377,0,-0.00178136191590696,-0.000227683539887633
-5.91866620987662e-05,0.231664041618231,0.0723100910339529,0.068132522067894,0.038683009396231,0,0.0226029044674037,0.0144085955195551,-0.000311220875883546,0.140587615659713,0.0831229515582236,-0.00149843050514004,0.0102025247220877,-1.25830600762583e-05,0.0417352728558531,-0.000503458565532057,-0.000718559019112418,0,-0.00100411645471154,-9.61203716501919e-05
-2.43506449525787e-05,0.216156362981067,0.0578452393160924,0.0679417787573216,0.0308768716437269,0,0.0226029044674037,0.0147627093789809,-0.000129748235312239,0.10735360587995,0.0808518820619187,-0.00223206541801994,0.0190344736931023,-3.30584430647263e-06,0.0418860958189114,-0.000230989385777012,-0.000323803918773967,0,-0.000506764382476868,-3.69337059333548e-05
-9.27721599591514e-06,0.198187056782258,0.0465787984312545,0.0678582331576517,0.0233749565785176,0,0.0226029044674037,0.0165664570234026,-4.95167632960599e-05,0.0686126036113632,0.0678160639330201,-0.00200396416460625,0.023978539265765,0,0.0446181036164019,-9.61203716501919e-05,-0.000133054081201618,0,-0.000230989385777012,-1.25830600762583e-05
-3.30584430647263e-06,0.174391047053475,0.0430910271359072,0.0678246074431238,0.0139650137703896,0,0.0226029044674037,0.0185631672162769,-1.58889050611193e-05,0.041372970230943,0.050938567197782,-0.0014239303143745,0.025740365914166,0,0.0520118743675728,0.00387635605067243,-4.95167632960599e-05,0,-9.61203716501919e-05,-3.30584430647263e-06
0,0.155707924287162,0.0502313972292056,0.0678120255869606,0.0125951521396862,0,0.0226029044674037,0.0201958001349178,-3.30584430647263e-06,0.0299079131131691,0.0335621494789718,-0.000858479316147219,0.0257862641253194,0,0.0549049269600279,0.0208478318601645,-1.58889050611193e-05,0,-3.69337059333548e-05,0
0,0.147372437169263,0.0595975406546596,0.0697653624611948,0.0162739047857291,0,0.0226029044674037,0.0213119193302955,0,0.0284904795806404,0.0214215511635475,-0.000453941791381784,0.0250977446467092,0,0.0580733762292133,0.0382578827033118,-3.30584430647263e-06,0,-1.25830600762583e-05,0
0,0.146187756861039,0.0658087762373937,0.0782389313750887,0.0197416251371556,0,0.0226029044674037,0.0219756715213761,0,0.0315328768792017,0.0161511057213805,-0.000215100482524928,0.0242545194649762,0,0.0554159815063016,0.0460743015661966,0,0,-3.30584430647263e-06,0
0,0.148262444181907,0.0688288588952982,0.0869393145511464,0.0218519517882241,0,0.0226029044674037,0.0281956377118983,0,0.0337804498702691,0.0153878814718015,-9.28145257608133e-05,0.0235575046400226,0,0.050031184182369,0.0410756923873991,0,0,0,0.00195664489096614
0,0.153193790816934,0.0698164160471572,0.0918241942721581,0.0229032833161327,0,0.0226029044674037,0.0537815183647677,0,0.0290242711267,0.016672858179807,-3.69337059333548e-05,0.0211371367489195,0,0.046214524797075,0.0324485440613935,0,0,0,0.01043020778439
0,0.166304425790167,0.0677599123982707,0.0935616759921586,0.023255378928755,0,0.0226029044674037,0.0799544504203733,0,0.0229583919202254,0.0184989908580737,-1.25830600762583e-05,0.012400379745316,0,0.0463432665284688,0.0261800158332805,0,0,0,0.0191305937391261
0,0.18933106020144,0.0587655042849445,0.093598295269637,0.0232163811024966,0,0.0226029044674037,0.0946367504014635,0.00195664489096614,0.0196667656864181,0.0201136883333442,-3.30584430647263e-06,0.0035684298480752,0,0.0542438793493358,0.022756089307171,0,0,0,0.0240154734601379
0,0.221055313929908,0.0495240160810645,0.0929064636062771,0.0230330012898996,0,0.0226029044674037,0.101815106882053,0.01043020778439,0.0187767809032024,0.0212554325016761,0,-0.00137563526147439,0,0.063029445692915,0.0213254403797853,0,0,0,0.0257529496227814
0,0.247680033172234,0.0442438786083548,0.0920632421294488,0.022853515332081,0,0.0226029044674037,0.110401838403322,0.0191305937391261,0.0191435201514209,0.0219441409304231,0,-0.00313746167831884,0,0.0682610748491511,0.0210898158543836,0,0,0,0.0277462161067914
0,0.268009926773301,0.0422708723953779,0.0913662235995905,0.0227311627087417,0,0.0226029044674037,0.115070099759744,0.0240154734601379,0.0200090340394783,0.0223106319500306,0.00195664489096614,-0.00318335965791578,0,0.0703634674469295,0.0214066592993403,0.00195664489096614,0,0,0.0355279496524207
0,0.275750421025363,0.0421119653303915,0.0909024955052097,0.0226620903190545,0,0.0226029044674037,0.108951738726568,0.0257529496227814,0.020919516207624,0.0224849236315416,0.01043020778439,-0.00249484017930553,0,0.0706729974101235,0.0237971915933639,0.01043020778439,0,0,0.0453417567057292
0,0.260325006090863,0.0447045501564063,0.0906392990794646,0.0226272549531611,0,0.0226029044674037,0.099897781680936,0.0257895707527121,0.021641694744904,0.02255936072315,0.0191305937391261,-0.00165161372401158,0,0.0701476419319329,0.0326161020787183,0.0191305937391261,0,0,0.0599598358697604
0,0.231326109856054,0.0539969882089187,0.0885510962664639,0.0226121815486264,0,0.0226029044674037,0.0956149934230533,0.0250977446467092,0.0221120305367132,0.0225903226112405,0.022058829958511,-0.000954599651616702,0,0.0693918562046483,0.0434876260630853,0.0240154734601379,0,0,0.0784075341755224
0,0.203535101452145,0.0614284563648187,0.0780617035566492,0.0226062110947964,0,0.0226029044674037,0.0989130328467954,0.0262111648190554,0.0243318667591806,0.0225995996924633,0.0153227399859391,-0.000490875435807933,0,0.068735658314132,0.0530457872863085,0.0257529496227814,0,0,0.0917662273341344
0,0.194092336893796,0.0602568395503609,0.0608633991284879,0.0226029044674037,0,0.0226029044674037,0.0978653080435554,0.0339877096457341,0.0348936329287182,0.0226029044674037,0.00665897516113371,-0.000227683539887633,0,0.0663336648975994,0.0465890980661583,0.0257895707527121,0,0,0.095608554298786
0,0.200448619493252,0.0620306812045149,0.0472688591501957,0.0226029044674037,0,0.0206462609657768,0.0938670638719632,0.0422243721372202,0.0521267708703206,0.0226029044674037,0.00108227060767994,-9.61203716501919e-05,0,0.0576028940936707,0.0341341756409337,0.0250977446467092,0,0,0.0860500411096219
0,0.203755721113748,0.0660143762155792,0.0406432003440523,0.0245595498214829,0,0.0121726966830137,0.0910261133534841,0.0468460591373915,0.0676930388694884,0.0245595498214829,-0.00149843050514004,-3.69337059333548e-05,0,0.0487742434140133,0.0254193470416781,0.0242545194649762,0,0,0.0674995168804347
0,0.201252317047363,0.0685291469294047,0.038869103051478,0.0310764604141313,0,0.00347230910738177,0.0897312491812161,0.0484519722837566,0.0847548805449826,0.0330331076206628,-0.00223206541801994,0.00194406164546374,0,0.0457868194905252,0.0211410935870768,0.0235575046400226,0,0,0.0519061845528595
0,0.18826855282868,0.0694111142989757,0.037567662673471,0.0313032876434613,0,-0.00141256887695597,0.089325043436302,0.0464727640604095,0.103706230997544,0.0436901398557043,-0.00200396416460625,0.0104269020832234,0,0.0544552071100973,0.0196790141011635,0.0230937802505464,0,0,0.043477093019189
0,0.162503223267038,0.0694518312009878,0.0306291543095747,0.0294444276900423,0,-0.00315004492382123,0.0874209966134208,0.0372830222596599,0.114679654679176,0.0550919394316261,-0.0014239303143745,0.0191305937391261,0,0.073539897080713,0.0197557148895079,0.0228305875297059,0,0,0.0404106953483588
0,0.140251951299177,0.0691428199244437,0.0234690018779421,0.0347705856357587,0,-0.00318666559063886,0.0792008654064458,0.0277301331157418,0.113250050534899,0.0570562391186951,-0.000858479316147219,0.0240154734601379,0,0.0962872483702865,0.0243952521202428,0.0246556698675067,0,0,0.0402798010673682
0,0.128855397868228,0.0687334131419192,0.0197448632238124,0.0417701174840081,0,-0.00249484017930553,0.0688270286724052,0.0221449356472883,0.1132570750341,0.0532773549411276,-0.000453941791381784,0.0257529496227814,0,0.112453214464185,0.0421411155201123,0.035026687169115,0,0,0.0433523933387593
