contrast,lightness,chroma,hue
0,0,0,0
-0.208476281266941,-0.141802269224816,-0.226892612835981,0.043498547378583
-1.05919702064553,-0.720449074128552,-1.15276415967013,0.230381059658591
-1.70837531393319,-1.16200992537926,-1.85928951175558,0.415832241754318
-1.71926774775421,-1.16941878810751,-1.87114416213266,0.509812920969237
-1.2646928355152,-0.860224096867235,-1.3764130589839,0.530090920352811
-0.582614458894001,-0.396285151859992,-0.634081350071298,0.511229439426363
0.118664700179564,0.0857421143289791,0.142330285890247,0.47614575075005
0.573919069688438,0.421739340929846,0.690056354884819,0.44608352949548
0.774458996447607,0.593658228127818,0.937280713497365,0.445396399790075
0.800788700275032,0.615872465336257,0.939728752565758,0.450043264815366
0.746865802214887,0.566138447048186,0.842376709762649,0.449044449926111
0.676988298216206,0.50694416807329,0.740998137327773,0.446804867171013
0.618560467283145,0.459740786204575,0.665060913922484,0.44524204523943
0.579486696392392,0.428936385041888,0.617930210900173,0.443643685200102
0.556992931035792,0.41170225721436,0.593566343389294,0.443924529397191
0.545665172246002,0.403652492580295,0.58311983337122,0.443901993501759
0.540480441964892,0.400931804581757,0.580356497216063,0.443302879435128
0.538509158788311,0.400616988821256,0.580808130939095,0.443128781325883
0.542533709995692,0.406339072447086,0.589390096525359,0.443953520861849
0.560189477550137,0.427567673229124,0.621336034826785,0.447411551915831
0.57778057796339,0.447837061442775,0.651501697007044,0.451192068570988
0.58705257551532,0.458152715189153,0.666586085536906,0.453539635518743
0.590829592070295,0.46194350793049,0.671775852479179,0.454260013770485
0.591511987482783,0.461496641421286,0.671051536532537,0.454339368085184
0.589150849232442,0.456625674329445,0.663724037892661,0.454628965749151
0.584030731761568,0.447132246307057,0.651303446518523,0.453997047160958
0.573603370901272,0.428339863680562,0.630349248736441,0.45045844665749
0.573194312225787,0.42821918414975,0.630191659609733,0.449376285602463
0.567615821404416,0.431209074950051,0.638208748552009,0.448458606903624
0.524832661237839,0.402004506260285,0.625145984349266,0.440950561523054
0.482117602708775,0.371865486642172,0.618094101435918,0.433677274478993
0.470402471692121,0.36528048172182,0.626177395967379,0.427380619595196
0.481596471530491,0.379553484454811,0.655720808733403,0.423005878365901
0.479170227650268,0.377602804251167,0.659871342788392,0.42154145857171
0.462163493027864,0.366432760364251,0.652294665721564,0.421714165818355
0.453460080179629,0.370568597423191,0.675197182243362,0.423340457531081
0.447902515887128,0.391331861134272,0.711595002536385,0.42265727224429
0.431716131348209,0.441267171113857,0.742533561865168,0.41503392836312
0.418466181631491,0.492453664613567,0.766239979376293,0.407428470963646
0.417476102812572,0.518553869787395,0.785339966739421,0.405388385380612
0.437818604188868,0.503678711736164,0.784246639221411,0.412225548674717
0.454290447089539,0.444047727313165,0.721214311013914,0.42124579704208
0.458083319950059,0.384572974944909,0.648289513085271,0.427468546000314
0.458502881683136,0.351788886404502,0.606472237528443,0.430962612291526
0.455510375643389,0.337443787525328,0.58710911071724,0.432243916632528
0.451109858397586,0.331849228068734,0.575945175714408,0.43344058848611
0.44865261299323,0.331581481068591,0.570792400241311,0.43469498037449
0.449766908102961,0.335332386013366,0.572401882863035,0.435533522460455
0.472958028422428,0.343718539635512,0.567284810936704,0.441182615423172
0.558721147107107,0.359214949927661,0.526497162658337,0.465529560166833
0.644679391746382,0.374861434331005,0.48546247634196,0.483610889076576
0.693105854868027,0.399620200787489,0.489288763827467,0.478060730052219
0.699928094591454,0.420146756249888,0.519656088660878,0.472218925304704
0.651299381833178,0.430148035636183,0.569667020414957,0.479413000207616
0.616945561298228,0.462899854995963,0.65883492639964,0.482570912914857
0.603239909085348,0.490576838315758,0.723778884862709,0.481902151389973
0.580937899838912,0.476528541541096,0.710653355830442,0.483220865167374
0.570812551529249,0.466643850049687,0.699030134412914,0.482117658109858
0.559309475287852,0.452416858660776,0.676710670851203,0.480843209408636
0.576182851517384,0.476016732212785,0.708503476778923,0.477716862876435
0.592982660522333,0.497905896529605,0.742337604173077,0.474691508392733
0.575122439038745,0.467487427359826,0.695318168898472,0.476963266016741
0.553748154113724,0.433956910096241,0.643698648587178,0.47869499919824
0.568822261523117,0.454610391730989,0.677279161161008,0.475276403191151
0.599795722700031,0.480057646025492,0.705729253999368,0.471512757939921
0.646789161819785,0.476450892222297,0.666370919744459,0.465457356770614
0.691595438258246,0.463343852634491,0.609215433153526,0.46171146052949
0.710603913467666,0.495120511382181,0.581379130701896,0.459005142921527
0.681902903268164,0.676335126389548,0.66007912617028,0.449919891318409
0.651601639999368,0.853931302336744,0.783142783781132,0.433275121641622
0.631925474381929,0.950928900517017,0.868817131690272,0.420944219023284
0.612052410254316,0.987501833179317,0.895172743216781,0.420158831327876
0.592123221064655,0.967314778479595,0.908820917058126,0.41250343728838
0.589450556640806,0.904995143407614,0.926138263377548,0.384661762123072
0.593690005606747,0.797705818308596,0.882765716834815,0.402486904515848
0.586863350662791,0.573373079638793,0.620311364810383,0.583908178744652
0.588358369593431,0.350317758917438,0.302396265565672,0.794170957769832
0.578825091597373,0.206783656885767,0.0872096738359499,0.938458687641121
0.554454179418589,0.163709331279077,-0.00445253744740627,0.988684417023337
0.572752774838213,0.216521399339953,-0.00826429106734544,0.968596941653574
0.572521524686808,0.267777730594025,0.0375652251642659,0.920031049381068
0.508132756761465,0.262385696828565,0.134777261119329,0.839272479517681
0.51927135819771,0.334419471124827,0.437077811035818,0.678257534133774
0.565337005440459,0.529072668058294,0.755176420250162,0.524617610522059
0.5981248445322,0.75093127403993,0.92010586862565,0.428235076209339
0.605263283700168,0.813594726857857,0.946910280186046,0.36617760574521
0.613479549946511,0.788377997289996,0.892690213860291,0.336844170423654
0.654396498312847,0.788255187051473,0.809216767594656,0.368347377550741
0.719063452188695,0.70544799587805,0.638961451357874,0.504883585292989
0.689824921323912,0.512958934538183,0.365399269268139,0.721845087282901
0.707071986507595,0.424395701658251,0.172228864643292,0.867179343006939
0.726129883575759,0.387887764106566,0.102036420823104,0.924738367331662
0.698217142515234,0.391945888562637,0.159570214719142,0.89405236350211
0.635275345048083,0.483556163249662,0.45145307668234,0.705481933425195
0.577769515381523,0.587165931056699,0.744699761664762,0.50961880626147
0.541103966800144,0.644813539155368,0.904366723974888,0.394561221481738
0.510359876687052,0.641560849771593,0.940129985948411,0.344602542111888
0.498140813002361,0.58122174285365,0.826006875571831,0.376267948945845
0.576467379174457,0.522728007300742,0.54069723287322,0.553924789140708
0.66823215795563,0.484689201295515,0.284940189384753,0.740654248784646
0.71214643513097,0.442736802721003,0.134970922985384,0.858319540324076
0.675062492678724,0.365312251854043,0.0724628038632968,0.919104970417305
0.625478222205189,0.348073211801095,0.105575011243555,0.892013392838361
0.509479599043962,0.354719911163847,0.317985314213757,0.743352392993522
0.417270927392641,0.37874993094203,0.606065802122274,0.599833314257976
0.358686024844869,0.368905033367822,0.712093849514243,0.557389348329954
0.355957868514876,0.27505834957477,0.508764432671611,0.676618226916799
0.456074598453961,0.24944455449553,0.272057394656583,0.813049256773893
0.681322782371035,0.446643417776398,0.204128849474017,0.862218797111046
0.865451538687361,0.625410705931133,0.232925096432909,0.862482344507827
0.845740958311957,0.592452554128396,0.235368680720291,0.835448427437881
0.636363526971672,0.463369504809846,0.309727268044164,0.708048954821899
0.439703450600062,0.371529484987579,0.430780870237091,0.569437986683589
0.330570444625656,0.330778594637577,0.511847293502773,0.489485793962598
0.285164404729317,0.31524741991159,0.55508592111747,0.457294995175396
0.291743645301506,0.302073743354374,0.572977701947689,0.477241607765241
0.364921562711612,0.256961591369192,0.578915084230111,0.599299346287201
0.444964967778198,0.211953310777132,0.578157931565091,0.728983638134127
0.523326445514545,0.197148093418605,0.556491712988632,0.791958424517685
0.669014392369717,0.237248057655321,0.47642800702453,0.757619524980949
0.797546257985154,0.325068393935923,0.394455522072379,0.695469836495024
0.858197180169822,0.438268047954041,0.346313763072301,0.652161796882665
0.885088531283949,0.559724309699701,0.323478084793253,0.633492234076838
0.890869808520473,0.680279679687089,0.316009837756634,0.629155018923354
0.859704931897006,0.796203393617759,0.354185146199186,0.636117963571092
0.76663328982685,0.899867137530617,0.490773060072269,0.673814684508758
0.74907151064833,0.966731900971202,0.574573362878628,0.73046875756667
0.784893082764849,0.991886916839047,0.589209103842722,0.774686132589761
0.797905700875152,0.970507373341017,0.615039447995909,0.765184384169462
0.750534217745426,0.894531922743545,0.723205736419021,0.659685079293402
0.754369651374221,0.891313902405679,0.744189205182325,0.63971737229903
0.774864515810892,0.902812033716014,0.722523724153703,0.651403013199482
0.739118456960944,0.826271487156989,0.761431267637558,0.58282712979869
0.731900040728842,0.761766447358384,0.740617444114662,0.571268848182224
0.753581614916639,0.742691735325682,0.683744794290418,0.609219475838741
0.780006771127983,0.752353984645935,0.629499205421935,0.655633409416763
0.820261690422679,0.789775560370754,0.544154310472182,0.727758232970764
0.852568759619862,0.838294012990108,0.4703640602116,0.793867142622963
0.859300186792543,0.915278552839846,0.442845925061013,0.843539777727469
0.853747843355389,0.981603585892789,0.441874964872189,0.873118184387715
0.847420762714538,1.0152826877637,0.447585944076269,0.882358424761024
0.841344768864564,1.02494310972862,0.456960114008995,0.880553161128717
0.838857521485176,1.02278610189077,0.463021090115447,0.874688893047392
0.842222641500666,1.01572181960379,0.463408190804496,0.869227035898055
0.820995842977692,0.984808258300602,0.46703305624555,0.823671826133088
0.744223348807792,0.901977696972667,0.489413075398632,0.67915848545435
0.73661545085022,0.879281309356043,0.526631569848277,0.641865579575398
0.775622746120389,0.903672010826346,0.556837300734982,0.68871544376194
0.80460935954329,0.917492864439723,0.561932718370172,0.735836851694945
0.814264164444567,0.895365340193631,0.532880907419175,0.766362565030176
0.837308980323852,0.906335462782929,0.543311367814384,0.791657426054343
0.82786760363799,0.934923427364792,0.594514630407393,0.79536446170544
0.801025186154523,0.937655078071878,0.640765918694165,0.784074546663487
0.809923459950075,0.856788114061986,0.645624315035736,0.758064777933983
0.826480167485237,0.779155650608935,0.631900646887116,0.750906200110291
0.834634576196975,0.742628577301556,0.618418055129817,0.756888881461248
0.833818358495802,0.729745142585912,0.617696016644418,0.759438282118057
0.830543327215957,0.729055589099066,0.624253316003093,0.757749425843944
0.830697676931762,0.737623039512284,0.625025631965332,0.754998118874964
0.827746640508644,0.743507008514211,0.628194658867319,0.748689965741696
0.803020235539295,0.739780260956801,0.664942716606058,0.713820245596114
0.722510358037266,0.732556454804509,0.797659068182317,0.595409785928257
0.655758586731202,0.746208454802467,0.901906668087739,0.504972248786215
0.66741738731734,0.819745634180088,0.845614351442787,0.561939012325019
0.696228283988416,0.873389144953598,0.760254687646844,0.635590088536726
0.677795461021051,0.803597105988174,0.758965315505621,0.581724591956737
0.659274537307946,0.668438124148498,0.731278533970033,0.502277757427989
0.657962909052825,0.623993991185284,0.742486679587784,0.464530725884048
0.697342319514363,0.627768821224672,0.646861151469093,0.523599298138175
0.684217988586325,0.591050216531807,0.55171133080023,0.609245810761058
0.684130317467437,0.634309007123921,0.555999510032195,0.676346701764169
0.675219125538822,0.671827236426128,0.658659585525309,0.649486393435955
0.675067082504668,0.716964146181789,0.698430757019221,0.687429717837071
0.684637292900517,0.760159375808091,0.680357040658581,0.766650406523608
0.693401477137501,0.784965036242978,0.652707572767757,0.824802286310813
0.690518054546869,0.78968506742964,0.661070946355627,0.817586424282528
0.661826980394417,0.785553397992666,0.757969414388714,0.694357962646762
0.640590606379976,0.803968299812958,0.802329626848979,0.622477244859447
0.637284262150862,0.781575255539958,0.805342461084297,0.567899443557604
0.677204148502661,0.809276391975729,0.723744049392713,0.641249716735205
0.724072924829144,0.862234118847234,0.62592297435413,0.762086483917867
0.750212502464628,0.899998876155881,0.566240834900693,0.843660834240608
0.744106418598399,0.92046042716247,0.557905775711694,0.868078665732367
0.702294319356689,0.918851471886291,0.603578295925515,0.825554696382916
0.744232632909428,0.84465841305687,0.596184966014919,0.776492512108169
0.800117115987992,0.747438537807976,0.57248350111273,0.726647355199197
0.778352061030519,0.674201045153114,0.597121668244622,0.654006917214368
0.750799906735453,0.72845471497558,0.611356008512301,0.675342929454817
0.716150836594487,0.823321226068053,0.641491123142689,0.710345258456222
0.678003184759008,0.850757150621964,0.665484679266529,0.698708204665675
0.689010836309675,0.778708788164449,0.670008326448701,0.647948143079107
0.734072851143937,0.775723449063885,0.615028189247154,0.679774400855998
0.736683750820859,0.807438101063989,0.56159651269707,0.731465324179915
0.709055697778374,0.827016508055602,0.629140838497125,0.687430886819814
0.660023385146269,0.83910294371706,0.712190017558153,0.628359084203922
0.565961218705323,0.754901074015657,0.665675171805296,0.627549733179978
0.500738818233948,0.703854643878883,0.545282814794667,0.733888053183579
0.524622619065381,0.711202312273998,0.563983165953243,0.746685154719007
0.540642995448058,0.636216409089132,0.629749688579725,0.680553310525807
0.58323276470978,0.599497727877149,0.657350202943262,0.701897723741393
0.632454674049596,0.644129409681605,0.687530555729764,0.684661358302972
0.609337465341044,0.647324544953724,0.722755240010959,0.608680822932667
0.559321692360105,0.620853276881058,0.745272834841354,0.542533580913159
0.525287558412504,0.606142302528483,0.736291022017826,0.548061107982213
0.512633737489037,0.612354799851471,0.653002032262046,0.709812255798925
0.519047263419169,0.633222804052126,0.595297550906191,0.848688217148445
0.547507888865565,0.646584924161063,0.673331011661243,0.784298265161558
0.562930879826021,0.619370532008093,0.748446743857726,0.655144313205148
0.563376845636964,0.609234984380786,0.775643373179581,0.573011732016128
0.58379992516511,0.617486552441212,0.757184623213167,0.552841432706771
0.626981287138335,0.638709334525736,0.749374902976259,0.529945451823085
0.748708394011822,0.686600446476466,0.679454361770776,0.520410845671392
