sound_energy
0
-1
-5.33065986633301
-9.77724361419678
-12.2738027572632
-12.7076940536499
-10.7064151763916
-8.06487941741943
-6.39382934570312
-6.48271226882935
-6.84663963317871
-6.86908769607544
-6.65636014938354
-6.28866767883301
-5.98307037353516
-5.82502603530884
-6.07138538360596
-6.8321704864502
-7.35283184051514
-7.11916494369507
-6.65948486328125
-6.22453641891479
-6.03181457519531
-6.15813398361206
-6.48247337341309
-6.42409086227417
-6.15581321716309
-6.08402919769287
-6.05947542190552
-6.05948972702026
-6.02412128448486
-5.97365093231201
-5.97944021224976
-5.97319030761719
-5.98247623443604
-5.99096584320068
-5.99071836471558
-6.37132024765015
-6.94202756881714
-6.84178686141968
-6.43259859085083
-6.11179161071777
-5.91396284103394
-5.8277440071106
-5.86940431594849
-5.87649250030518
-5.82435703277588
-5.841468334198
-5.84682941436768
-5.8110294342041
-5.74833297729492
-5.87927865982056
-6.04089832305908
-5.99691581726074
-5.89445400238037
-5.79581117630005
-5.74335861206055
-5.77975702285767
-5.86074304580688
-5.91729593276978
-5.82434988021851
-5.65830707550049
-5.53684997558594
-5.48503255844116
-5.48204708099365
-5.49214649200439
-5.46585512161255
-5.3931245803833
-5.35090684890747
-5.36840057373047
-5.48082637786865
-5.56601428985596
-5.55341386795044
-5.53958034515381
-5.5041184425354
-5.47233295440674
-5.48011589050293
-5.4595422744751
-5.43911170959473
-5.46569681167603
-5.47207593917847
-5.48303747177124
-5.55695676803589
-5.61357545852661
-5.64056301116943
-5.62638092041016
-5.58665895462036
-5.53571557998657
-5.48394632339478
-5.51090621948242
-5.54277467727661
-5.54774284362793
-5.52474117279053
-5.55692768096924
-5.68027257919312
-5.73027896881104
-5.68580675125122
-5.69330644607544
-5.65337371826172
-5.53986072540283
-5.44229173660278
-5.37815761566162
-5.29971361160278
-5.27134847640991
-5.39772033691406
-5.54476356506348
-5.62690830230713
-5.59392690658569
-5.48676061630249
-5.46854734420776
-5.43203592300415
-5.45962905883789
-5.52509164810181
-5.55892372131348
-5.56506776809692
-5.59335279464722
-5.66766452789307
-5.83473062515259
-6.2481689453125
-6.71556711196899
-7.0654468536377
-7.25789451599121
-7.31750726699829
-7.33398246765137
-7.23340511322021
-6.56562995910645
-5.8822865486145
-5.56212711334229
-5.58129644393921
-5.66265392303467
-5.85539436340332
-6.2811427116394
-6.26627254486084
-5.91899013519287
-5.705162525177
-5.6495041847229
-5.78825330734253
-6.05587530136108
-6.04599332809448
-5.9661865234375
-5.95320558547974
-5.94713830947876
-5.894606590271
-5.87638807296753
-5.86136960983276
-5.83784961700439
-5.81643295288086
-5.9082465171814
-5.94393491744995
-5.64030933380127
-5.15894603729248
-4.97982692718506
-4.72973728179932
-4.56468677520752
-4.90773868560791
-5.39517307281494
-5.75872135162354
-6.07111120223999
-6.51883935928345
-6.45626831054688
-6.14529895782471
